id,text_de,author,category,difficulty,explanation_short,provenance
briefe_001__dup2,"Die Analyse der gesellschaftlichen Form zeigt, dass Produktion, Eigentum und Herrschaft nur im Zusammenhang der historischen Bewegung verstanden werden koennen, wenn arbeitende Klassen ihre eigene Praxis reflektieren.",(unknown),"Alltag,Politik,Persoenliches",beginner,"Dieses Zitat betont, dass Theorie und Klassenpraxis zusammen gedacht werden muessen.",generated
briefe_002__dup2,"Die Analyse der gesellschaftlichen Form zeigt, dass Produktion, Eigentum und Herrschaft nur im Zusammenhang der historischen Bewegung verstanden werden koennen, wenn arbeitende Klassen ihre eigene Praxis reflektieren.",(unknown),"Alltag,Politik,Persoenliches",intermediate,"Dieses Zitat betont, dass Theorie und Klassenpraxis zusammen gedacht werden muessen.",generated
briefe_003__dup2,"Die Analyse der gesellschaftlichen Form zeigt, dass Produktion, Eigentum und Herrschaft nur im Zusammenhang der historischen Bewegung verstanden werden koennen, wenn arbeitende Klassen ihre eigene Praxis reflektieren.",(unknown),"Alltag,Politik,Persoenliches",advanced,"Dieses Zitat betont, dass Theorie und Klassenpraxis zusammen gedacht werden muessen.",generated
briefe_004__dup2,"Die Analyse der gesellschaftlichen Form zeigt, dass Produktion, Eigentum und Herrschaft nur im Zusammenhang der historischen Bewegung verstanden werden koennen, wenn arbeitende Klassen ihre eigene Praxis reflektieren.",(unknown),"Alltag,Politik,Persoenliches",beginner,"Dieses Zitat betont, dass Theorie und Klassenpraxis zusammen gedacht werden muessen.",generated
briefe_005__dup2,"Die Analyse der gesellschaftlichen Form zeigt, dass Produktion, Eigentum und Herrschaft nur im Zusammenhang der historischen Bewegung verstanden werden koennen, wenn arbeitende Klassen ihre eigene Praxis reflektieren.",(unknown),"Alltag,Politik,Persoenliches",intermediate,"Dieses Zitat betont, dass Theorie und Klassenpraxis zusammen gedacht werden muessen.",generated
burke_001,Ein Staat ohne Mittel zur Veraenderung hat auch keine Mittel zu seinem Erhalt.,(unknown),"Staat,Wandel",intermediate,"Kurz erklaert: Ein Staat braucht kontrollierte Veraenderung, um sich selbst zu erhalten.",generated
mill_001__merged_8bf925,"Wer nur seine eigene Seite kennt, weiss wenig von der Sache.",(unknown),"Freiheit,Diskussion",beginner,Kurz erklaert: Wahrheitsfindung braucht die Auseinandersetzung mit Gegenargumenten.,generated
hayek_001,"Das Wissen um Tatsachen ist weithin verstreut. Wir muessen Wissen nutzen, das bei Millionen von Menschen liegt, und das nur ueber Signale zur allgemeinen Lage wirksam werden kann.",(unknown),"Markt,Wissen",advanced,"Kurz erklaert: Dezentrale Information wird ueber Signale koordiniert, nicht zentral gesammelt.",generated
wollstonecraft_001,"Wenn Frauen keine gleiche Bildung erhalten, verliert die Gesellschaft die Haelfte ihrer Vernunft.",(unknown),"Frauenrechte,Bildung,Gesellschaft",beginner,Kurz erklaert: Gleichberechtigung beginnt bei Bildung und politischer Teilhabe.,generated
de_gouges_001,"Eine Verfassung ist erst gerecht, wenn die Rechte von Frauen und Maennern gleich gelten.",(unknown),"Frauenrechte,Verfassung,Gleichberechtigung",intermediate,Kurz erklaert: Politische Rechte muessen geschlechtergerecht formuliert und umgesetzt werden.,generated
stanton_001,Ohne Wahlrecht bleibt Gleichberechtigung ein Versprechen ohne politische Stimme.,(unknown),"Frauenrechte,Wahlrecht,Demokratie",beginner,Kurz erklaert: Wahlrecht ist zentral fuer reale politische Teilhabe von Frauen.,generated
weber_001,"Verantwortung in der Politik verlangt, Macht mit Augenmass und klaren Regeln zu begrenzen.",(unknown),"Staat,Verantwortung,Ordnung",intermediate,"Kurz erklaert: Gute Politik verbindet Verantwortung, Ordnung und Begrenzung von Macht.",generated
tocqueville_001,"Demokratie bleibt stabil, wenn Freiheit von Vereinen, Gerichten und lokalen Institutionen getragen wird.",(unknown),"Liberalismus,Demokratie,Institutionen",intermediate,Kurz erklaert: Freiheit braucht Institutionen und aktive Buergergesellschaft.,generated
rawls_001,"Eine gerechte Ordnung misst Freiheit daran, ob auch die Schwachen von ihr profitieren.",(unknown),"Gerechtigkeit,Mitte-Links,Reform",advanced,Kurz erklaert: Freiheit und soziale Gerechtigkeit muessen gemeinsam gedacht werden.,generated
dewey_001,"Demokratie ist nicht nur eine Staatsform, sondern eine gemeinsame Lebensweise des Lernens.",(unknown),"Demokratie,Bildung,Alltag",beginner,"Kurz erklaert: Demokratie entsteht im Alltag, durch Bildung und Teilhabe.",generated
arendt_001,"Politische Freiheit lebt davon, dass Menschen gemeinsam handeln und oeffentlich Verantwortung tragen.",(unknown),"Freiheit,Demokratie,Verantwortung",intermediate,Kurz erklaert: Freiheit ist eine gemeinsame Praxis im oeffentlichen Raum.,generated
curie_001,"Wissenschaft waechst, wenn Neugier und Methode staerker sind als Angst vor dem Unbekannten.",(unknown),"Wissenschaft,Forschung,Bildung",beginner,"Kurz erklaert: Fortschritt braucht Forschung, Methode und offene Fragen.",generated
beethoven_001,"Kunst verbindet Menschen dort, wo Worte und Grenzen oft trennen.",(unknown),"Kunst,Kultur,Gesellschaft",beginner,Kurz erklaert: Kunst wirkt als soziale Bruecke in pluralen Gesellschaften.,generated
bonhoeffer_001,Glaube ohne Verantwortung fuer den Mitmenschen bleibt eine leere Formel.,(unknown),"Religion,Ethik,Verantwortung",intermediate,Kurz erklaert: Religioese Sprache gewinnt politische Bedeutung durch konkrete Verantwortung.,generated
nightingale_001,"Reformen gelingen, wenn Sorgearbeit sichtbar wird und als gesellschaftliche Leistung anerkannt ist.",(unknown),"Frauen,Arbeit,Reform",intermediate,Kurz erklaert: Unsichtbare Arbeit braucht politische Anerkennung und soziale Reform.,generated
du_bois_001,"Eine Demokratie ist erst vollstaendig, wenn gleiche Rechte nicht nur im Gesetz, sondern im Alltag gelten.",(unknown),"Gleichberechtigung,Demokratie,Alltag",intermediate,Kurz erklaert: Gleichberechtigung muss soziale Wirklichkeit werden.,generated
geneva_001,"Im Krieg zeigt sich Rechtsstaatlichkeit daran, ob auch Feinde als Menschen behandelt werden.",(unknown),"Krieg,Frieden,Rechte",advanced,Kurz erklaert: Humanitaeres Recht begrenzt Gewalt auch im Krieg.,generated
fanon_001,"Kolonialismus endet nicht mit einem Datum, sondern erst mit gleicher politischer und wirtschaftlicher Teilhabe.",(unknown),"Kolonialismus,Revolution,Teilhabe",advanced,Kurz erklaert: Dekolonisierung braucht reale Teilhabe statt symbolischer Unabhaengigkeit.,generated
ordoliberal_001,"Freiheit im Markt braucht einen Staat, der Regeln setzt, Eigentum schuetzt und Machtkonzentration begrenzt.",(unknown),"Liberalismus,Staat,Markt",intermediate,"Kurz erklaert: Liberalismus braucht Regeln, damit Wettbewerb fair bleibt.",generated
popper_001,"Offene Gesellschaften bleiben stark, wenn Kritik erlaubt ist und Reformen friedlich moeglich bleiben.",(unknown),"Liberalismus,Reform,Demokratie",beginner,Kurz erklaert: Kritik und Reformfaehigkeit schuetzen demokratische Freiheit.,generated
burke_002,"Bestand hat Zukunft, wenn Tradition geprueft und behutsam weiterentwickelt wird.",(unknown),"Tradition,Ordnung,Kontinuitaet",intermediate,Kurz erklaert: Konservative Politik verbindet Wandel mit Kontinuitaet.,generated
hayek_002,"Eine freie Ordnung braucht allgemeine Regeln, damit Macht nicht bei wenigen konzentriert wird.",(unknown),"Ordnung,Freiheit,Staat",advanced,Kurz erklaert: Freiheit bleibt stabil durch verallgemeinerte Regeln statt Willkuer.,generated
locke_001__merged_9eff80,"Rechte auf Eigentum und Freiheit sind nur sicher, wenn Gesetz und Gewaltenteilung sie schuetzen.",(unknown),"Rechte,Eigentum,Verfassung",intermediate,Kurz erklaert: Freiheit braucht rechtsstaatliche Institutionen.,generated
madison_001,"Macht muss durch Macht begrenzt werden, damit Freiheit im Alltag erhalten bleibt.",(unknown),"Staat,Ordnung,Freiheit",beginner,Kurz erklaert: Gewaltenteilung schuetzt Freiheit vor Machtkonzentration.,generated
oakeshott_001,"Regieren ist oft die Kunst, Schaden zu begrenzen statt grosse Plaene ueber Menschen zu legen.",(unknown),"Verantwortung,Ordnung,Tradition",advanced,"Kurz erklaert: Politik sollte vorsichtig, lernfaehig und verantwortungsvoll handeln.",generated
solzhenitsyn_001,"Freiheit beginnt dort, wo der Einzelne Verantwortung uebernimmt und Luegen nicht zur Norm werden.",(unknown),"Werte,Verantwortung,Freiheit",intermediate,Kurz erklaert: Freiheitskultur braucht Wahrheit und persoenliche Verantwortung.,generated
smith_001,"Wohlstand entsteht stabil, wenn Wettbewerb mit Moral und verlässlichen Regeln verbunden bleibt.",(unknown),"Markt,Ordnung,Werte",intermediate,Kurz erklaert: Wirtschaft braucht Regeln und moralische Grenzen.,generated
hume_001,Stabile politische Ordnung waechst aus Gewohnheiten des Vertrauens und nicht aus kurzfristiger Erregung.,(unknown),"Ordnung,Gesellschaft,Kontinuitaet",advanced,Kurz erklaert: Vertrauen und institutionelle Gewohnheiten stabilisieren politische Freiheit.,generated
montesquieu_001,"Macht bleibt maessig, wenn Institutionen sich gegenseitig kontrollieren und begrenzen.",(unknown),"Staat,Verfassung,Ordnung",beginner,Kurz erklaert: Gewaltenteilung schuetzt Freiheit durch institutionelle Balance.,generated
camus_001,"Mass und Anstand im politischen Streit verhindern, dass Gegensaetze in Entmenschlichung kippen.",(unknown),"Neutral,Ethik,Gesellschaft",intermediate,Kurz erklaert: Demokratische Kultur braucht Grenzen im Streit.,generated
ricoeur_001,"Gerechte Institutionen zeigen sich daran, wie sie Konflikte in faire Verfahren uebersetzen.",(unknown),"Neutral,Gerechtigkeit,Institutionen",advanced,Kurz erklaert: Verfahren sind zentral fuer gerechte demokratische Ordnung.,generated
ostrom_001,"Gemeinsame Gueter bleiben erhalten, wenn lokale Regeln klar sind und Verantwortung geteilt wird.",(unknown),"Neutral,Alltag,Verantwortung",beginner,Kurz erklaert: Kooperation funktioniert mit klaren Regeln und gemeinsamer Verantwortung.,generated
sen_001,"Freiheit wird konkret, wenn Menschen reale Faehigkeiten zur Teilhabe besitzen.",(unknown),"Neutral,Teilhabe,Freiheit",intermediate,"Kurz erklaert: Freiheit braucht tatsaechliche Optionen, nicht nur formale Rechte.",generated
havel_001,"Politik bleibt glaubwuerdig, wenn Verantwortung im Kleinen beginnt und Wahrheit oeffentlich verteidigt wird.",(unknown),"Neutral,Verantwortung,Gesellschaft",intermediate,Kurz erklaert: Demokratische Kultur entsteht aus Alltagspraxis und Wahrhaftigkeit.,generated
merkel_001,"Demokratie lebt von Kompromissen, die Freiheit sichern und gesellschaftlichen Zusammenhalt erhalten.",(unknown),"Mitte,Verantwortung,Staat",beginner,"Kurz erklaert: Regierungsverantwortung verbindet Freiheit, Ordnung und Kompromissfaehigkeit.",generated
augenmass_001,"Politische Stabilitaet entsteht, wenn Reformen moeglich sind, ohne Institutionen zu zerstoeren.",(unknown),"Konservativ,Reform,Kontinuitaet",beginner,Kurz erklaert: Wandel und Stabilitaet muessen gemeinsam organisiert werden.,generated
rechtsstaat_001,"Sicherheit und Freiheit koennen nur zusammen bestehen, wenn Rechtsstaat fuer alle gleich gilt.",(unknown),"Sicherheit,Rechte,Staat",intermediate,Kurz erklaert: Rechtsstaat verbindet Schutz und Freiheit.,generated
civic_duty_001,"Buergerliche Freiheit bleibt lebendig, wenn Pflichten gegenueber Gemeinschaft und Verfassung ernst genommen werden.",(unknown),"Verantwortung,Verfassung,Werte",intermediate,Kurz erklaert: Rechte und Pflichten gehoeren in demokratischen Ordnungen zusammen.,generated
neutral_history_001,"Geschichte wird verstaendlich, wenn unterschiedliche Perspektiven nebeneinander geprueft werden.",(unknown),"Neutral,Geschichte,Methode",beginner,Kurz erklaert: Historisches Lernen braucht Perspektivenvielfalt.,generated
neutral_society_001,"Eine pluralistische Gesellschaft bleibt stabil, wenn Differenzen institutionell bearbeitet statt moralisch vernichtet werden.",(unknown),"Neutral,Gesellschaft,Institutionen",advanced,Kurz erklaert: Institutionen verwandeln Konflikte in tragfaehige Kompromisse.,generated
orientation_links_002,"Wo Arbeit solidarisch organisiert wird, kann Umverteilung soziale Sicherheit und gleiche Wuerde fuer Klassen im Wandel sichern.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",intermediate,Kurz erklaert: Solidarische Arbeitspolitik verbindet Klassenfrage und soziale Stabilitaet.,generated
orientation_mitte_links_002,"Demokratie gewinnt an Legitimation, wenn Reform und Teilhabe gerechte Chancen fuer Bildung und soziale Mobilitaet schaffen.",(unknown),"Demokratie,Reform,Bildung",beginner,"Kurz erklaert: Reformen tragen dann, wenn sie Teilhabe und gerechte Chancen ausbauen.",generated
orientation_liberal_002,"Freiheit, individuelle Rechte und Aufklaerung brauchen einen pluralen Markt der Ideen, damit Kritik ohne Angst moeglich bleibt.",(unknown),"Freiheit,Rechte,Pluralismus",intermediate,"Kurz erklaert: Liberalitaet lebt von Rechten, Vielfalt und offener Kritik.",generated
orientation_conservative_002,"Ordnung im Staat bleibt tragfaehig, wenn Familie, Sicherheit und geteilte Werte mit rechtlichen Grenzen verbunden werden.",(unknown),"Staat,Sicherheit,Tradition",intermediate,"Kurz erklaert: Konservative Politik balanciert Ordnung, Sicherheit und Rechtsbindung.",generated
orientation_neutral_002,"Methodische Vergleiche zwischen Wissenschaft, Kultur und Technik verbessern Urteile, ohne sie sofort ideologisch zu verengen.",(unknown),"Wissenschaft,Kultur,Technik",beginner,"Kurz erklaert: Interdisziplinaere Methode unterstuetzt reflektierte, nicht vorschnelle Urteile.",generated
orientation_links_bulk_01,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",intermediate,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_01,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",advanced,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_01,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",beginner,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_01,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",intermediate,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_01,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",advanced,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_02,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",advanced,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_02,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",beginner,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_02,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",intermediate,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_02,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",advanced,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_02,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",beginner,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_03,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",beginner,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_03,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",intermediate,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_03,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",advanced,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_03,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",beginner,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_03,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",intermediate,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_04,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",intermediate,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_04,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",advanced,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_04,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",beginner,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_04,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",intermediate,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_04,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",advanced,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_05,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",advanced,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_05,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",beginner,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_05,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",intermediate,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_05,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",advanced,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_05,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",beginner,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_06,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",beginner,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_06,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",intermediate,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_06,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",advanced,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_06,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",beginner,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_06,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",intermediate,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_07,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",intermediate,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_07,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",advanced,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_07,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",beginner,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_07,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",intermediate,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_07,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",advanced,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_08,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",advanced,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_08,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",beginner,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_08,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",intermediate,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_08,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",advanced,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_08,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",beginner,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_09,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",beginner,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_09,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",intermediate,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_09,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",advanced,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
orientation_conservative_bulk_09,"Ordnung im Staat braucht Tradition, Familie, Sicherheit und geteilte Werte, damit Institutionen langfristig verlaesslich bleiben.",(unknown),"Staat,Sicherheit,Tradition",beginner,"Kurz erklaert: Konservative Perspektiven priorisieren Ordnung, Sicherheit und Wertebindung.",generated
orientation_neutral_bulk_09,"Vergleichende Analyse von Wissenschaft, Kultur und Technik verbessert historische Einordnung und methodische Urteilsbildung.",(unknown),"Wissenschaft,Kultur,Technik",intermediate,Kurz erklaert: Interdisziplinaere Methode foerdert ausgewogene Urteile.,generated
orientation_links_bulk_10,"Arbeit, Klasse und solidarische Organisation geben Gewerkschaften Kraft, um soziale Umverteilung konkret durchzusetzen.",(unknown),"Arbeit,Solidaritaet,Sozialpolitik",intermediate,Kurz erklaert: Arbeitsorganisation verbindet Klasseninteressen mit sozialer Umverteilung.,generated
orientation_mitte_links_bulk_10,"Demokratie bleibt gerecht, wenn Reform, Teilhabe und gleiche Chancen fuer Bildung und Arbeit institutionell gesichert werden.",(unknown),"Demokratie,Reform,Bildung",advanced,Kurz erklaert: Reform und Teilhabe schaffen gerechte Chancen in der Demokratie.,generated
orientation_liberal_bulk_10,"Freiheit und Rechte des Individuums brauchen Aufklaerung, einen pluralen Diskurs und offene Marktregeln fuer Ideen.",(unknown),"Freiheit,Rechte,Pluralismus",beginner,"Kurz erklaert: Liberalitaet verbindet individuelle Rechte, Aufklaerung und pluralen Wettbewerb der Ideen.",generated
